Entity,Code,Day,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
Germany,DEU,2020-08-03,0,0,0,0,0,0,0,0,53,0,0,0
Germany,DEU,2020-08-17,0,0,0,0,0,0,0,0,144,0,0,0
Germany,DEU,2020-08-31,0,0,0,0,0,0,0,0,174,0,0,0
Germany,DEU,2020-09-14,0,0,0,0,0,0,0,0,115,0,0,0
Germany,DEU,2020-09-28,0,0,0,0,0,0,0,0,324,0,0,0
Germany,DEU,2020-10-12,0,0,0,0,0,0,0,0,343,0,0,0
Germany,DEU,2020-10-26,0,0,0,0,0,0,0,0,353,0,0,0
Germany,DEU,2020-11-09,0,1,0,0,0,0,0,0,439,0,0,0
Germany,DEU,2020-11-23,0,0,0,0,0,0,0,0,546,0,0,0
Germany,DEU,2020-12-07,0,0,0,0,0,0,0,3,698,0,0,0
Germany,DEU,2020-12-21,0,0,0,0,0,0,0,8,910,0,0,0
Germany,DEU,2021-01-04,6,0,0,0,0,0,0,25,617,0,0,0
Germany,DEU,2021-01-11,4,0,0,0,0,0,0,12,502,0,0,0
Germany,DEU,2021-01-25,26,1,0,0,0,0,0,336,2785,0,0,0
Germany,DEU,2021-02-08,59,0,2,0,0,15,0,1282,4951,2,0,0
Germany,DEU,2021-02-22,146,2,21,0,1,27,0,4282,4602,3,0,0
Germany,DEU,2021-03-08,266,2,27,1,1,53,0,6532,4619,10,0,0
Germany,DEU,2021-03-22,352,0,31,1,0,88,2,11427,2562,3,0,0
Germany,DEU,2021-04-05,324,1,27,5,2,149,4,14481,1347,6,0,0
Germany,DEU,2021-04-19,378,0,51,16,7,132,30,18094,633,12,0,0
Germany,DEU,2021-05-03,268,0,98,45,9,85,134,18314,339,10,2,0
Germany,DEU,2021-05-17,293,0,118,22,12,124,306,14425,330,11,2,0
Germany,DEU,2021-05-31,86,2,149,10,1,46,388,8846,259,24,4,0
Germany,DEU,2021-06-14,36,1,92,3,2,33,751,4241,221,15,5,0
Germany,DEU,2021-06-28,20,0,71,1,3,14,1297,1117,105,1,2,0
Germany,DEU,2021-07-12,4,0,82,1,0,3,2108,354,96,3,0,0
Germany,DEU,2021-07-26,2,0,58,0,0,0,4371,125,29,2,1,0
Germany,DEU,2021-08-09,3,0,18,0,0,0,6084,70,19,1,0,0
Germany,DEU,2021-08-23,0,0,7,0,0,0,13142,54,13,0,0,0
Germany,DEU,2021-09-06,6,0,1,0,0,0,19228,31,13,0,0,0
Germany,DEU,2021-09-20,1,0,1,0,0,2,19903,10,4,0,0,0
Germany,DEU,2021-10-04,0,0,2,0,0,0,15721,6,15,0,0,0
Germany,DEU,2021-10-18,0,0,1,0,0,0,12340,1,2,0,0,0
Germany,DEU,2021-11-01,0,0,0,0,0,0,15485,0,3,0,0,0
Germany,DEU,2021-11-15,1,0,0,0,0,0,16403,1,2,0,0,0
Germany,DEU,2021-11-29,1,0,0,0,0,0,13494,0,2,0,0,12
Germany,DEU,2021-12-10,0,0,0,0,0,0,140,0,5,0,0,3
Ghana,GHA,2020-08-03,0,0,0,0,0,0,0,0,43,0,0,0
Ghana,GHA,2020-12-07,0,0,0,0,0,0,0,1,31,0,0,0
Ghana,GHA,2021-01-11,4,0,0,0,0,5,0,60,46,0,0,0
Ghana,GHA,2021-01-25,3,0,0,0,0,2,0,66,20,0,0,0
Ghana,GHA,2021-02-08,0,0,0,0,0,6,0,57,13,0,0,0
Ghana,GHA,2021-02-22,2,0,0,0,0,17,0,61,7,0,0,0
Ghana,GHA,2021-03-08,1,0,0,0,0,3,0,42,6,0,0,0
Ghana,GHA,2021-03-22,0,0,0,0,2,14,0,28,9,0,0,0
Ghana,GHA,2021-04-05,3,0,0,1,0,7,0,24,11,0,0,0
Ghana,GHA,2021-04-19,6,0,0,7,1,10,1,41,30,0,0,0
Ghana,GHA,2021-05-03,4,0,1,2,0,6,5,39,27,0,0,0
Ghana,GHA,2021-05-17,1,0,0,0,0,3,2,9,45,0,0,0
Ghana,GHA,2021-05-31,0,0,0,1,0,8,9,3,53,0,0,0
Ghana,GHA,2021-06-28,0,0,0,0,0,2,41,0,9,0,0,0
Ghana,GHA,2021-07-12,0,0,0,0,0,1,107,0,23,0,0,0
Ghana,GHA,2021-07-26,0,0,0,0,0,0,140,0,6,0,0,0
Ghana,GHA,2021-08-09,0,0,0,0,0,0,97,0,8,0,0,0
Ghana,GHA,2021-08-23,0,0,0,0,0,0,112,0,0,0,0,0
Ghana,GHA,2021-11-01,0,0,0,0,0,0,35,0,3,0,0,0
Ghana,GHA,2021-11-29,0,0,0,0,0,0,13,0,0,0,0,33
Greece,GRC,2020-09-28,0,0,0,0,0,0,0,0,40,0,0,0
Greece,GRC,2020-10-12,0,0,0,0,0,0,0,0,42,0,0,0
Greece,GRC,2020-11-09,0,0,0,0,0,0,0,0,207,0,0,0
Greece,GRC,2020-11-23,0,0,0,0,0,0,0,0,141,0,0,0
Greece,GRC,2020-12-07,0,0,0,0,0,0,0,0,78,0,0,0
Greece,GRC,2020-12-21,0,0,0,0,0,0,0,10,254,0,0,0
Greece,GRC,2021-01-04,0,0,0,0,0,0,0,11,161,0,0,0
Greece,GRC,2021-01-11,0,0,0,0,0,0,0,9,39,0,0,0
Greece,GRC,2021-01-25,3,0,0,0,0,0,0,47,92,0,0,0
Greece,GRC,2021-02-08,7,0,0,0,0,0,0,57,47,0,0,0
Greece,GRC,2021-02-22,4,0,0,0,0,0,0,69,70,0,0,0
Greece,GRC,2021-03-08,4,0,0,0,0,0,0,988,122,0,0,0
Greece,GRC,2021-03-22,3,0,0,0,0,1,0,972,64,0,0,0
Greece,GRC,2021-04-05,6,0,0,0,0,0,1,293,38,0,0,0
Greece,GRC,2021-04-19,5,0,0,1,0,1,0,538,64,0,0,0
Greece,GRC,2021-05-03,5,0,0,0,0,0,8,1014,242,0,0,0
Greece,GRC,2021-05-17,6,0,1,0,0,0,1,1010,237,0,0,0
Greece,GRC,2021-05-31,1,0,0,0,0,0,0,421,140,0,0,0
Greece,GRC,2021-06-14,2,0,0,0,0,0,1,51,129,0,0,0
Greece,GRC,2021-06-28,0,0,0,0,0,0,6,38,40,0,0,0
Greece,GRC,2021-07-12,12,0,0,0,0,0,160,111,13,0,0,0
Greece,GRC,2021-07-26,1,0,0,0,0,0,343,7,3,0,0,0
Greece,GRC,2021-08-09,0,0,0,0,0,0,200,15,3,0,0,0
Greece,GRC,2021-08-23,0,0,0,0,0,0,169,6,0,0,0,0
Greece,GRC,2021-09-06,0,0,0,0,0,0,346,1,0,0,0,0
Greece,GRC,2021-09-20,0,0,0,0,0,0,649,0,0,0,0,0
Greece,GRC,2021-10-04,0,0,0,0,0,0,321,0,0,0,0,0
Greece,GRC,2021-11-01,0,0,0,0,0,0,151,0,0,0,0,0
Greece,GRC,2021-11-15,0,0,0,0,0,0,411,0,0,0,0,0
Greece,GRC,2021-11-29,0,0,0,0,0,0,81,0,0,0,0,0
Guatemala,GTM,2020-10-12,0,0,0,0,0,0,0,0,48,0,0,0
Guatemala,GTM,2020-10-26,0,0,0,0,0,0,0,0,31,0,0,0
Guatemala,GTM,2021-01-11,0,3,0,0,0,0,0,0,32,0,0,0
Guatemala,GTM,2021-01-25,0,6,0,0,0,0,0,0,45,0,0,0
Guatemala,GTM,2021-03-08,0,1,0,0,0,0,0,0,43,0,0,0
Guatemala,GTM,2021-06-28,0,2,8,0,0,0,18,1,47,0,0,0
Guatemala,GTM,2021-07-12,0,1,12,0,0,0,59,0,93,2,0,0
Guatemala,GTM,2021-07-26,0,0,4,0,0,0,26,1,22,0,0,0
Guatemala,GTM,2021-08-09,0,0,6,0,0,0,44,0,19,1,0,0
Guatemala,GTM,2021-09-06,0,0,0,0,0,0,48,0,1,0,0,0
Guatemala,GTM,2021-09-20,0,0,0,0,0,0,55,0,3,0,0,0
Hong Kong,HKG,2020-07-06,0,0,0,0,0,0,0,0,34,0,0,0
Hong Kong,HKG,2020-07-20,0,0,0,0,0,0,0,0,234,0,0,0
Hong Kong,HKG,2020-08-03,0,0,0,0,0,0,0,0,248,0,0,0
Hong Kong,HKG,2020-08-17,0,0,0,0,0,0,0,0,105,0,0,0
Hong Kong,HKG,2020-08-31,0,0,0,0,0,0,0,0,55,0,0,0
Hong Kong,HKG,2020-09-28,0,0,0,0,0,0,0,0,40,0,0,0
Hong Kong,HKG,2020-10-12,0,0,0,0,0,0,0,0,65,0,0,0
Hong Kong,HKG,2020-11-23,0,0,0,0,0,0,0,0,114,0,0,0
Hong Kong,HKG,2020-12-07,0,0,0,0,0,0,0,1,233,0,0,0
Hong Kong,HKG,2020-12-21,0,0,0,0,0,0,0,5,136,0,0,0
Hong Kong,HKG,2021-01-04,3,0,0,0,0,0,0,5,174,0,0,0
Hong Kong,HKG,2021-01-25,0,0,0,0,0,0,0,1,66,0,0,0
Hong Kong,HKG,2021-02-08,0,0,0,0,0,0,0,0,45,0,0,0
Hong Kong,HKG,2021-03-22,14,0,0,0,0,0,0,8,117,0,0,0
Hong Kong,HKG,2021-04-05,13,0,0,0,0,0,2,13,15,0,0,0
Hong Kong,HKG,2021-04-19,23,0,0,12,0,0,8,12,22,0,0,0
Hong Kong,HKG,2021-05-03,13,0,0,0,0,0,23,1,3,0,0,0
Hong Kong,HKG,2021-06-14,1,0,0,0,0,0,15,9,3,0,2,0
Hong Kong,HKG,2021-06-28,0,0,0,0,0,0,52,0,0,0,0,0
Hong Kong,HKG,2021-07-12,0,0,0,0,0,0,32,0,1,0,0,0
Hong Kong,HKG,2021-09-06,0,0,0,0,0,0,49,0,0,0,0,0
Hungary,HUN,2020-09-14,0,0,0,0,0,0,0,0,71,0,0,0
Hungary,HUN,2020-10-12,0,0,0,0,0,0,0,0,106,0,0,0
Hungary,HUN,2020-11-09,0,0,0,0,0,0,0,0,37,0,0,0
Iceland,ISL,2020-08-03,0,0,0,0,0,0,0,0,58,0,0,0
Iceland,ISL,2020-08-17,0,0,0,0,0,0,0,0,86,0,0,0
Iceland,ISL,2020-08-31,0,0,0,0,0,0,0,0,80,0,0,0
Iceland,ISL,2020-09-14,0,0,0,0,0,0,0,0,47,0,0,0
Iceland,ISL,2020-09-28,0,0,0,0,0,0,0,0,468,0,0,0
Iceland,ISL,2020-10-12,0,0,0,0,0,0,0,0,867,0,0,0
Iceland,ISL,2020-10-26,0,0,0,0,0,0,0,0,851,0,0,0
Iceland,ISL,2020-11-09,0,0,0,0,0,0,0,0,538,0,0,0
Iceland,ISL,2020-11-23,0,0,0,0,0,0,0,0,170,0,0,0
Iceland,ISL,2020-12-07,0,0,0,0,0,0,0,1,192,0,0,0
Iceland,ISL,2020-12-21,0,0,0,0,0,0,0,3,152,0,0,0
Iceland,ISL,2021-01-04,0,0,0,0,0,0,0,13,127,0,0,0
Iceland,ISL,2021-01-11,0,0,0,0,0,0,0,16,88,0,0,0
Iceland,ISL,2021-01-25,0,0,0,0,0,0,0,9,75,0,0,0
Iceland,ISL,2021-03-22,0,0,10,0,0,1,0,42,1,0,0,0
Iceland,ISL,2021-04-05,0,0,1,0,0,0,0,102,0,0,0,0
Iceland,ISL,2021-04-19,0,0,0,0,0,0,0,85,3,0,0,0
Iceland,ISL,2021-05-03,0,0,0,0,0,0,0,156,1,0,0,0
Iceland,ISL,2021-05-17,0,0,1,0,1,0,2,56,3,0,0,0
Iceland,ISL,2021-05-31,0,0,1,0,0,0,2,38,0,0,0,0
Iceland,ISL,2021-06-14,1,0,0,0,0,0,4,36,4,0,0,0
Iceland,ISL,2021-06-28,0,0,3,0,0,0,18,14,2,0,0,0
Iceland,ISL,2021-07-12,0,0,1,0,0,0,31,8,0,0,0,0
Iceland,ISL,2021-07-26,1,0,0,0,0,0,619,3,0,0,0,0
Iceland,ISL,2021-08-09,0,0,0,0,0,0,1446,2,1,0,0,0
Iceland,ISL,2021-08-23,0,0,0,0,0,0,1268,0,0,0,0,0
Iceland,ISL,2021-09-06,0,0,0,0,0,0,400,0,0,0,0,0
India,IND,2020-05-11,0,0,0,0,0,0,0,0,471,0,0,0
India,IND,2020-05-25,0,0,0,0,0,0,0,0,649,0,0,0
India,IND,2020-06-08,0,0,0,0,0,0,0,0,617,0,0,0
India,IND,2020-06-22,0,0,0,0,0,0,0,0,766,0,0,0
India,IND,2020-07-06,0,0,0,0,0,0,0,0,276,0,0,0
India,IND,2020-07-20,0,0,0,0,0,0,0,0,317,0,0,0
India,IND,2020-08-03,0,0,0,0,0,0,0,0,393,0,0,0
India,IND,2020-08-17,0,0,0,0,0,0,0,0,418,0,0,0
India,IND,2020-08-31,0,0,0,0,0,0,0,0,235,0,0,0
India,IND,2020-09-14,0,0,0,0,0,0,0,0,423,0,0,0
India,IND,2020-09-28,0,0,0,0,0,0,0,0,397,0,0,0
India,IND,2020-10-12,0,0,0,0,0,0,0,0,408,0,0,0
India,IND,2020-10-26,0,0,0,0,0,0,2,0,327,0,0,0
India,IND,2020-11-09,0,0,0,0,0,0,12,1,312,0,0,0
India,IND,2020-11-23,0,0,0,0,0,0,10,0,193,0,0,0
India,IND,2020-12-07,0,0,0,3,0,0,19,8,1013,0,0,0
India,IND,2020-12-21,0,0,0,6,0,0,9,10,1441,0,0,0
India,IND,2021-01-04,2,0,0,13,0,0,11,78,1149,0,0,0
India,IND,2021-01-11,0,0,0,7,0,0,47,8,508,0,0,0
India,IND,2021-01-25,1,0,0,9,0,2,22,47,1054,0,0,0
India,IND,2021-02-08,6,0,0,44,0,0,48,66,1168,0,0,0
India,IND,2021-02-22,5,0,0,193,0,10,101,194,1182,0,0,0
India,IND,2021-03-08,28,1,0,518,0,48,96,432,1347,0,0,0
India,IND,2021-03-22,57,0,0,1056,0,58,284,1229,1063,0,0,0
India,IND,2021-04-05,60,0,2,1394,1,64,1101,1121,978,0,0,0
India,IND,2021-04-19,60,0,1,1340,0,37,4139,905,947,0,0,0
India,IND,2021-05-03,36,0,0,540,0,13,6165,526,794,0,0,0
India,IND,2021-05-17,8,0,1,176,0,11,5675,88,275,0,0,0
India,IND,2021-05-31,7,0,0,33,0,4,4766,22,162,0,0,0
India,IND,2021-06-14,1,0,0,21,0,3,3982,21,134,0,0,0
India,IND,2021-06-28,7,0,0,15,0,1,3533,7,103,0,0,0
India,IND,2021-07-12,1,0,0,12,0,1,3013,4,153,0,0,0
India,IND,2021-07-26,0,0,0,6,0,0,2966,0,69,0,0,0
India,IND,2021-08-09,0,0,0,1,0,0,2627,2,68,0,0,0
India,IND,2021-08-23,0,0,1,4,0,0,2449,5,39,0,0,0
India,IND,2021-09-06,0,0,0,4,0,0,3282,0,44,0,0,0
India,IND,2021-09-20,0,0,0,11,0,0,3091,3,28,0,0,0
India,IND,2021-10-04,0,0,0,0,0,0,2242,0,33,0,0,0
India,IND,2021-10-18,0,0,0,0,0,0,1638,1,18,0,0,0
India,IND,2021-11-01,0,0,0,0,0,0,1291,0,18,0,0,0
India,IND,2021-11-15,0,0,0,0,0,1,422,0,2,0,0,0
India,IND,2021-11-29,0,0,0,0,0,0,52,0,0,0,0,3
India,IND,2021-12-10,0,0,0,0,0,0,60,0,0,0,0,2
Indonesia,IDN,2020-09-14,0,0,0,0,0,0,0,0,41,0,0,0
Indonesia,IDN,2020-10-26,0,0,0,0,0,0,0,0,42,0,0,0
Indonesia,IDN,2020-11-23,0,0,0,0,0,0,0,0,47,0,0,0
Indonesia,IDN,2020-12-07,0,0,0,0,0,0,0,0,73,0,0,0
Indonesia,IDN,2020-12-21,0,0,0,0,0,0,0,0,55,0,0,0
Indonesia,IDN,2021-01-04,0,0,0,0,0,0,0,0,148,0,0,0
Indonesia,IDN,2021-01-11,0,0,0,0,0,0,0,2,204,0,0,0
Indonesia,IDN,2021-01-25,0,0,0,1,0,1,0,0,360,0,0,0
Indonesia,IDN,2021-02-08,2,0,0,0,0,1,0,4,233,0,0,0
Indonesia,IDN,2021-02-22,0,0,0,0,0,0,0,3,187,0,0,0
Indonesia,IDN,2021-03-08,0,0,0,0,0,0,0,3,298,0,0,0
Indonesia,IDN,2021-03-22,1,0,0,0,0,3,4,2,240,0,0,0
Indonesia,IDN,2021-04-05,1,0,0,0,0,0,10,2,133,0,0,0
Indonesia,IDN,2021-04-19,1,0,0,0,0,0,15,2,161,0,0,0
Indonesia,IDN,2021-05-03,1,0,0,1,0,0,25,16,197,0,0,0
Indonesia,IDN,2021-05-17,11,0,0,0,0,2,22,15,245,0,0,0
Indonesia,IDN,2021-05-31,4,0,0,0,0,0,154,16,394,0,0,0
Indonesia,IDN,2021-06-14,1,0,0,0,0,0,399,2,182,0,0,0
Indonesia,IDN,2021-06-28,0,0,0,0,0,0,890,1,120,0,0,0
Indonesia,IDN,2021-07-12,0,0,0,0,0,0,814,8,58,0,0,0
Indonesia,IDN,2021-07-26,0,0,0,0,0,0,621,1,24,0,0,0
Indonesia,IDN,2021-08-09,0,0,0,0,0,0,762,0,13,0,0,0
Indonesia,IDN,2021-08-23,0,0,0,0,0,0,476,0,0,0,0,0
Indonesia,IDN,2021-09-06,0,0,0,0,0,0,542,0,3,0,0,0
Indonesia,IDN,2021-09-20,0,0,0,0,0,0,328,0,2,0,0,0
Indonesia,IDN,2021-10-04,0,0,0,0,0,0,226,0,5,0,0,0
Indonesia,IDN,2021-10-18,0,0,0,0,0,0,189,0,3,0,0,0
Indonesia,IDN,2021-11-01,0,0,0,0,0,0,116,0,0,0,0,0
Indonesia,IDN,2021-11-15,0,0,0,0,0,0,67,1,0,0,0,0
Iran,IRN,2021-02-08,0,0,0,0,0,0,0,18,37,0,0,0
Iran,IRN,2021-02-22,0,0,0,0,0,0,0,17,16,0,0,0
Iran,IRN,2021-05-03,0,0,0,1,0,0,16,29,2,0,0,0
Iraq,IRQ,2021-02-22,0,0,0,0,0,0,0,54,9,0,0,0
Ireland,IRL,2020-05-11,0,0,0,0,0,0,0,0,115,0,0,0
Ireland,IRL,2020-05-25,0,0,0,0,0,0,0,0,43,0,0,0
Ireland,IRL,2020-07-20,0,0,0,0,0,0,0,0,32,0,0,0
Ireland,IRL,2020-08-03,0,0,0,0,0,0,0,0,59,0,0,0
Ireland,IRL,2020-08-17,0,0,0,0,0,0,0,0,87,0,0,0
Ireland,IRL,2020-09-14,0,0,0,0,0,0,0,0,79,0,0,0
Ireland,IRL,2020-09-28,0,0,0,0,0,0,0,0,102,0,0,0
Ireland,IRL,2020-10-12,0,0,0,0,0,0,0,0,85,0,0,0
Ireland,IRL,2020-10-26,0,0,0,0,0,0,0,0,100,0,0,0
Ireland,IRL,2020-11-09,0,0,0,0,0,0,0,3,67,0,0,0
Ireland,IRL,2020-11-23,0,0,0,0,0,0,0,0,95,0,0,0
Ireland,IRL,2020-12-07,0,0,0,0,0,0,0,0,91,0,0,0
Ireland,IRL,2020-12-21,0,0,0,0,0,0,0,12,88,0,0,0
Ireland,IRL,2021-01-04,7,0,0,0,0,0,0,96,105,0,0,0
Ireland,IRL,2021-01-11,1,0,0,0,0,0,0,73,66,0,0,0
Ireland,IRL,2021-01-25,5,0,0,0,0,0,0,315,185,0,0,0
Ireland,IRL,2021-02-08,1,0,1,0,3,2,0,965,205,0,0,0
Ireland,IRL,2021-02-22,8,0,5,0,3,7,0,1277,174,0,0,0
Ireland,IRL,2021-03-08,11,0,4,1,0,6,0,1528,80,0,0,0
Ireland,IRL,2021-03-22,29,0,11,0,0,2,0,1632,44,0,0,0
Ireland,IRL,2021-04-05,7,3,4,0,1,2,6,1318,42,0,0,0
Ireland,IRL,2021-04-19,5,0,3,8,1,7,13,1342,85,0,0,0
Ireland,IRL,2021-05-03,1,4,0,51,3,20,62,1690,70,0,0,0
Ireland,IRL,2021-05-17,0,0,0,25,1,15,64,1719,49,0,0,0
Ireland,IRL,2021-05-31,0,0,1,84,0,14,71,2155,28,0,0,0
Ireland,IRL,2021-06-14,0,0,0,12,0,0,168,1184,36,0,2,0
Ireland,IRL,2021-06-28,1,0,1,24,0,0,705,828,11,0,0,0
Ireland,IRL,2021-07-12,1,0,0,5,0,0,1584,159,6,3,1,0
Ireland,IRL,2021-07-26,2,0,0,0,0,0,2789,102,6,1,0,0
Ireland,IRL,2021-08-09,0,0,1,0,0,0,2983,25,2,0,0,0
Ireland,IRL,2021-08-23,0,0,1,0,0,0,2877,8,2,0,0,0
Ireland,IRL,2021-09-06,0,0,1,0,0,0,2160,0,0,0,0,0
Ireland,IRL,2021-09-20,0,0,0,0,0,0,2429,0,0,0,0,0
Ireland,IRL,2021-10-04,0,0,0,0,0,0,1680,0,0,0,0,0
Ireland,IRL,2021-10-18,0,0,0,0,0,0,2939,0,0,0,0,0
Ireland,IRL,2021-11-01,0,0,0,0,0,0,2347,0,0,0,0,0
Ireland,IRL,2021-11-15,0,0,0,0,0,0,383,0,0,0,0,0
Ireland,IRL,2021-11-29,0,0,0,0,0,0,207,0,0,0,0,1
Israel,ISR,2020-08-03,0,0,0,0,0,0,0,0,48,0,0,0
Israel,ISR,2020-12-21,1,0,0,0,0,0,0,6,47,0,0,0
Israel,ISR,2021-01-04,11,1,0,0,0,0,0,309,1081,0,0,0
Israel,ISR,2021-01-11,19,0,0,0,0,1,4,377,295,0,0,0
Israel,ISR,2021-01-25,42,4,0,0,0,0,4,623,494,0,0,0
Israel,ISR,2021-02-08,83,3,0,0,0,1,6,1667,575,0,0,0
Israel,ISR,2021-02-22,31,1,0,0,4,0,0,751,98,0,0,0
Israel,ISR,2021-03-08,46,1,0,0,0,0,0,1822,135,0,0,0
Israel,ISR,2021-03-22,9,0,0,0,0,0,0,906,10,0,0,0
Israel,ISR,2021-04-05,2,0,0,0,0,2,0,824,2,0,0,0
Israel,ISR,2021-04-19,0,0,5,0,1,0,28,424,22,2,0,0
Israel,ISR,2021-05-03,1,0,2,0,4,5,19,320,5,1,0,0
Israel,ISR,2021-05-17,1,0,4,0,0,8,23,137,5,26,0,0
Israel,ISR,2021-05-31,4,0,1,0,0,1,14,120,10,0,0,0
Israel,ISR,2021-06-14,1,0,3,0,0,0,79,28,3,0,0,0
Israel,ISR,2021-06-28,0,0,3,0,0,0,826,7,10,1,0,0
Israel,ISR,2021-07-12,0,0,5,1,0,1,1522,47,50,0,1,0
Israel,ISR,2021-07-26,1,0,0,0,0,0,507,2,2,0,0,0
Israel,ISR,2021-08-09,0,0,1,0,0,0,1634,5,7,0,0,0
Israel,ISR,2021-08-23,0,0,0,0,0,0,1558,1,3,0,0,0
Israel,ISR,2021-09-06,0,0,1,0,0,0,2170,0,5,0,1,0
Israel,ISR,2021-09-20,0,0,1,0,0,0,2417,0,0,0,0,0
Israel,ISR,2021-10-04,0,0,0,0,0,0,778,0,1,0,0,0
Israel,ISR,2021-10-18,0,0,0,0,0,0,1534,0,12,0,0,0
Israel,ISR,2021-11-01,0,0,0,0,0,0,1009,0,31,0,0,0
Israel,ISR,2021-11-15,0,0,0,0,0,0,1633,0,16,0,0,0
Israel,ISR,2021-11-29,0,0,0,0,0,0,1810,0,27,0,0,4
Israel,ISR,2021-12-10,0,0,0,0,0,0,309,2,15,0,0,8
Italy,ITA,2020-05-11,0,0,0,0,0,0,0,0,126,0,0,0
Italy,ITA,2020-05-25,0,0,0,0,0,0,0,0,50,0,0,0
Italy,ITA,2020-06-08,0,0,0,0,0,0,0,0,34,0,0,0
Italy,ITA,2020-06-22,0,0,0,0,0,0,0,0,45,0,0,0
Italy,ITA,2020-07-06,0,0,0,0,0,0,0,0,108,0,0,0
Italy,ITA,2020-08-31,0,0,0,0,0,0,0,0,130,0,0,0
Italy,ITA,2020-09-14,0,0,0,0,0,0,0,0,146,0,0,0
Italy,ITA,2020-09-28,0,0,0,0,0,0,0,0,146,0,0,0
Italy,ITA,2020-10-12,0,0,0,0,0,0,0,1,132,0,0,0
Italy,ITA,2020-10-26,0,0,0,0,0,0,0,3,169,0,0,0
Italy,ITA,2020-11-09,0,0,0,0,0,0,0,2,414,0,0,0
Italy,ITA,2020-11-23,0,0,0,0,0,0,0,2,213,0,0,0
Italy,ITA,2020-12-07,0,0,0,0,0,0,0,2,238,0,0,0
Italy,ITA,2020-12-21,0,0,0,0,0,1,0,31,671,0,0,0
Italy,ITA,2021-01-04,0,0,0,0,0,0,0,140,586,0,0,0
Italy,ITA,2021-01-11,0,0,5,0,0,1,0,92,306,0,0,0
Italy,ITA,2021-01-25,0,1,19,0,0,0,1,289,859,0,0,0
Italy,ITA,2021-02-08,4,0,46,0,0,4,0,586,365,0,0,0
Italy,ITA,2021-02-22,15,1,225,0,0,13,0,1379,1456,0,0,0
Italy,ITA,2021-03-08,6,0,143,0,0,37,1,2876,1081,0,0,0
Italy,ITA,2021-03-22,17,0,178,0,1,87,201,4210,843,0,0,0
Italy,ITA,2021-04-05,6,0,123,1,0,45,2,2989,213,0,2,0
Italy,ITA,2021-04-19,13,0,177,1,1,46,5,3416,104,0,1,0
Italy,ITA,2021-05-03,9,0,216,4,3,79,61,3514,124,0,11,0
Italy,ITA,2021-05-17,12,0,220,2,2,19,109,1906,72,0,4,0
Italy,ITA,2021-05-31,15,0,301,5,0,32,130,2033,127,2,8,0
Italy,ITA,2021-06-14,2,0,199,6,0,32,251,958,76,5,5,0
Italy,ITA,2021-06-28,4,0,248,0,3,17,604,966,104,1,16,0
Italy,ITA,2021-07-12,1,0,177,0,0,7,2135,627,82,2,6,0
Italy,ITA,2021-07-26,4,0,84,0,0,4,4267,242,67,3,1,0
Italy,ITA,2021-08-09,2,0,18,0,0,4,3886,84,61,1,3,0
Italy,ITA,2021-08-23,0,0,3,0,0,0,3074,19,7,0,0,0
Italy,ITA,2021-09-06,0,0,0,0,0,0,3418,10,2,0,0,0
Italy,ITA,2021-09-20,0,0,0,0,0,0,2236,4,0,0,0,0
Italy,ITA,2021-10-04,0,0,0,0,0,0,2446,6,1,0,0,0
Italy,ITA,2021-10-18,0,0,4,0,0,0,2089,66,37,0,0,0
Italy,ITA,2021-11-01,0,0,0,0,0,0,2432,2,3,0,0,0
Italy,ITA,2021-11-15,0,0,0,0,0,0,2632,0,9,0,0,0
Italy,ITA,2021-11-29,0,0,23,0,0,0,1806,114,22,0,0,4
Italy,ITA,2021-12-10,0,0,0,0,0,0,186,0,0,0,0,2
Jamaica,JAM,2021-03-08,0,0,0,0,1,0,0,111,0,0,0,0
Jamaica,JAM,2021-05-17,0,0,0,0,0,0,0,28,2,0,0,0
Jamaica,JAM,2021-07-26,0,0,0,0,0,0,61,1,1,0,27,0
Japan,JPN,2020-05-11,0,0,0,0,0,0,0,0,413,0,0,0
Japan,JPN,2020-05-25,0,0,0,0,0,0,0,0,116,0,0,0
Japan,JPN,2020-06-08,0,0,0,0,0,0,0,0,146,0,0,0
Japan,JPN,2020-06-22,0,0,0,0,0,0,0,0,189,0,0,0
Japan,JPN,2020-07-06,0,0,0,0,0,0,0,0,386,0,0,0
Japan,JPN,2020-07-20,0,0,0,0,0,0,0,0,779,0,0,0
Japan,JPN,2020-08-03,0,0,0,0,0,0,0,0,1841,0,0,0
Japan,JPN,2020-08-17,0,0,0,0,0,0,0,0,2121,0,0,0
Japan,JPN,2020-08-31,0,0,0,0,0,0,0,0,1450,0,0,0
Japan,JPN,2020-09-14,0,0,0,0,0,0,0,0,764,0,0,0
Japan,JPN,2020-09-28,0,0,0,0,0,0,0,0,523,0,0,0
Japan,JPN,2020-10-12,0,0,0,0,0,0,0,0,546,0,0,0
Japan,JPN,2020-10-26,0,0,0,0,0,0,0,0,685,0,0,0
Japan,JPN,2020-11-09,0,0,0,0,0,0,0,0,811,0,0,0
Japan,JPN,2020-11-23,0,0,0,0,0,0,0,0,1722,0,0,0
Japan,JPN,2020-12-07,0,0,0,0,0,0,0,1,1958,0,0,0
Japan,JPN,2020-12-21,1,1,0,0,0,0,0,6,2225,0,0,0
